ID,Event,Year,Season,Medal,Age
1777,Athletics Mens 4 x 400 metres Relay,1980,Summer,,
1778,Athletics Mens 3000 metres Steeplechase,1984,Summer,,18
1779,Athletics Mens 100 metres,1984,Summer,,23
1779,Athletics Mens 4 x 400 metres Relay,1984,Summer,,23
1780,Athletics Womens 100 metres,2016,Summer,,18
1781,Handball Mens Handball,1996,Summer,,28
1782,Football Mens Football,1984,Summer,,
1783,Athletics Mens Javelin Throw,1988,Summer,,21
1784,Athletics Mens Hammer Throw,1992,Summer,,25
1785,Football Mens Football,1984,Summer,,18
1786,Athletics Mens 3000 metres Steeplechase,2008,Summer,,23
1786,Athletics Mens 3000 metres Steeplechase,2012,Summer,,27
1787,Athletics Mens 5000 metres,2016,Summer,,25
1788,Shooting Mens Air Pistol 10 metres,2016,Summer,,28
1788,Shooting Mens Free Pistol 50 metres,2016,Summer,,28
1789,Athletics Mens 800 metres,1992,Summer,,22
1790,Football Mens Football,2000,Summer,,23
1791,Handball Mens Handball,1980,Summer,,
1792,Swimming Mens 400 metres Freestyle,1988,Summer,,
1792,Swimming Mens 4 x 100 metres Freestyle Relay,1988,Summer,,
1792,Swimming Mens 4 x 200 metres Freestyle Relay,1988,Summer,,
1793,Football Mens Football,1992,Summer,,20
1794,Shooting Mens Rapid-Fire Pistol 25 metres,1984,Summer,,
1795,Wrestling Mens Lightweight Freestyle,1992,Summer,,23
